0.00974 2.00
0.0114 1.68
0.0139 1.33
0.0195 1.08
0.0256 0.869
0.0359 0.757
0.0512 0.686
0.0750 0.627
0.107 0.615
0.161 0.620
0.246 0.645
0.381 0.644
0.599 0.601
0.928 0.555
1.46 0.513
2.43 0.492
3.50 0.478
5.91 0.463
9.70 0.436
16.8 0.423
29.6 0.419
49.2 0.418
84.2 0.414
155 0.405
268 0.405
410 0.400
609 0.408
866 0.400
