30 4.3e-11
40 3.0e-11
49 2.1e-11
61 1.5e-11
82 1.0e-11
1.2e+2 8.2e-12
2.1e+2 8.7e-12
3.2e+2 9.8e-12
4.5e+2 1.3e-11
6.1e+2 1.8e-11
7.7e+2 2.7e-11
1.0e+3 3.7e-11
1.4e+3 5.4e-11
1.9e+3 7.5e-11
2.4e+3 1.0e-10
2.9e+3 1.3e-10
3.9e+3 1.9e-10
5.8e+3 3.1e-10
8.0e+3 4.6e-10
1.0e+4 5.9e-10
