0.69 8.6e-10
0.75 6.6e-10
0.87 4.1e-10
1.0 3.1e-10
1.4 2.2e-10
2.5 1.8e-10
3.8 2.0e-10
6.0 2.5e-10
9.9 3.3e-10
15 4.3e-10
26 6.3e-10
