0.015 5.2e-12
0.019 4.5e-12
0.026 4.0e-12
0.033 3.6e-12
0.048 4.7e-12
0.052 6.0e-12
0.065 6.6e-12
0.093 7.5e-12
0.10 9.8e-12
0.12 1.3e-11
0.14 1.8e-11
0.15 2.3e-11
0.18 3.1e-11
0.19 4.2e-11
0.23 6.1e-11
0.25 8.0e-11
0.34 1.3e-10
0.44 2.2e-10
0.67 3.6e-10
