0.19 1.1e-10
0.27 1.3e-10
0.40 1.9e-10
0.58 2.5e-10
0.93 5.5e-10
1.0 7.6e-10
1.9 1.5e-9
2.9 2.1e-9
5.9 3.2e-9
1.3 1.1e-9
