1.0 14
1.4 14
2.1 14
3.4 12
5.3 10
7.2 8.9
10 7.7
15 5.9
22 4.7
30 3.8
41 3.1
57 2.4
75 2.0
1.1e+2 1.6
1.3e+2 1.4
